"F1 2020 Telemetry of Spa - Mercedes - Time Trial - WET 0","2020-09-27 20:12:26",119.251,10,6,"v5"
FWing, RWing, OnThrottle, OffThrottle, FrontCamber, RearCamber ,FrontToe, RearToe, FrontSusp, RearSusp, FrontAntiRoll, RearAntiRoll,FrontSuspH, RearSuspH, BrakePressure, BrakeBias, FrontTyrePressure, RearTyrePressure,Ballast,FuelLoad
2.0,7.0,50.0,0.0,-2.700000047683716,10.0,0.05000000074505806,0.20000000298023224,1.0,5.0,4.0,1.0,4.0,5.0,97.0,52.0,21.0,19.5,6.0,0.0,
TrackID, Tracklen, EventID, TeamID, WeatherID, TyreID, Lap, LapsInRace, Fuel at Start, MaxGears, MaxRevs, IdleRevs, Online, RoadTemp, AmbientTemp
10,7003.0,12,0,5,8,6,20,10.0,9,13000.0,4300.0,false, 23.0, 20.0
LapDistance,Distance,LapTime,Sector1Time,Sector2Time,Speed,EngineRevs,ThrottlePercentage,BrakePercentage,Steer,Clutch,Gear,DRS,CanUseDRS,KERSLevel,EngineTemperature,RacePosition,Sector,nPits,FuelRemaining,CurrentFlag,CurrentLapInvalid,X,Y,Z,GForceLatitudinal,GForceLongitudinal,GForceVertical,WheelSpeedRearLeft,WheelSpeedRearRight,WheelSpeedFrontLeft,WheelSpeedFrontRight,BrakeTemperatureRearLeft,BrakeTemperatureRearRight,BrakeTemperatureFrontLeft,BrakeTemperatureFrontRight,TyreTemperatureRearLeft,TyreTemperatureRearRight,TyreTemperatureFrontLeft,TyreTemperatureFrontRight,TyreWearRearLeft,TyreWearRearRight,TyreWearFrontLeft,TyreWearFrontRight,SuspensionPositionRearLeft,SuspensionPositionRearRight,SuspensionPositionFrontLeft,SuspensionPositionFrontRight,SuspensionVelocityRearLeft,SuspensionVelocityRearRight,SuspensionVelocityFrontLeft,SuspensionVelocityFrontRight,SuspensionAccelerationRearLeft,SuspensionAccelerationRearRight,SuspensionAccelerationFrontLeft,SuspensionAccelerationFrontRight,MGUKHarvested,MGUHHarvested,ERSSpent,ERSMode,FuelMixMode,Yaw,Roll,Pitch
703.16797,35721.094,14.44043,0.0,0.0,265.50385,10682.0,98.82811,0.0,3.8742661,0.0,7.0,0.0,0.0,4000000.0,89.0,1.0,0.0,0.0,10.0,0.0,0.0,-245.41197,-15.027207,-915.42847,-1.0611418,0.561406,0.16763926,267.679,266.93015,266.19275,265.19653,23.0,23.0,23.0,23.0,71.0,70.0,71.0,70.0,0.0,0.0,0.0,0.0,0.026409343,0.020570114,0.01538544,0.009923556,33.602543,61.356995,30.8285,-17.37652,26830.57,4543.874,-879.80884,-6770.5205,0.0,0.0,0.0,3.0,3.0,0.89668095,0.009145444,0.02943027
704.83594,35722.76,14.456113,0.0,0.0,265.9471,10696.0,99.218735,0.0,3.8742661,0.0,7.0,0.0,0.0,4000000.0,89.0,1.0,0.0,0.0,10.0,0.0,1.0,-244.12643,-15.104923,-914.4088,-1.1986471,0.57268363,0.31789002,268.01566,267.26505,266.67816,265.64355,23.0,23.0,23.0,23.0,71.0,70.0,71.0,70.0,0.0,0.0,0.0,0.0,0.027838022,0.022338547,0.015626749,0.010034404,64.19844,79.46547,10.843369,4.9810095,1374.8431,813.71405,-898.04266,1004.6476,0.0,0.0,0.0,3.0,3.0,0.8929914,0.009108812,0.029009938
707.01953,35724.945,14.478367,0.0,0.0,266.4953,10726.0,99.218735,0.0,3.8742661,0.0,7.0,0.0,0.0,4000000.0,89.0,1.0,0.0,0.0,10.0,0.0,1.0,-242.44946,-15.205752,-913.06744,-1.2052912,0.54155934,-0.079236835,268.76657,268.0599,267.23425,266.1606,23.0,23.0,23.0,23.0,71.0,70.0,71.0,70.0,0.0,0.0,0.0,0.0,0.02698602,0.020778384,0.015324723,0.009283961,-21.30079,-34.12154,6.35271,-1.6956043,-2941.0967,-3907.291,-154.47462,-229.66951,0.0,0.0,0.0,3.0,3.0,0.88798094,0.008751521,0.029597998
713.6953,35731.62,14.566531,0.0,0.0,268.16434,10794.0,99.218735,0.0,4.05432,0.0,7.0,0.0,0.0,4000000.0,89.0,1.0,0.0,0.0,10.0,0.0,1.0,-237.3529,-15.502979,-908.90704,-1.3219577,0.51496613,-0.030820929,270.48697,269.72147,268.97275,267.8028,23.0,23.0,23.0,23.0,71.0,70.0,71.0,70.0,0.0,0.0,0.0,0.0,0.02950511,0.022695148,0.016027514,0.009410272,-45.014015,-54.586147,-12.836452,-6.685521,-4087.2288,-4065.9617,-108.77114,418.10724,0.0,0.0,0.0,3.0,3.0,0.87174916,0.0092508895,0.026749492
721.09375,35739.02,14.677979,0.0,0.0,269.96396,10864.0,99.218735,0.0,4.634166,0.0,7.0,0.0,0.0,4000000.0,89.0,1.0,0.0,0.0,10.0,0.0,1.0,-231.76909,-15.83628,-904.18964,-1.5046096,0.51701546,-0.17614833,272.26807,271.4196,270.8173,269.5257,23.0,23.0,23.0,23.0,71.0,70.0,71.0,70.0,0.0,0.0,0.0,0.0,0.027908394,0.019889934,0.015637975,0.007845205,0.8839326,0.06837881,-20.152828,-42.40235,-4687.161,-4058.861,-3534.5122,-3831.0085,0.0,0.0,0.0,3.0,3.0,0.852073,0.007911318,0.027764916
724.6328,35742.56,14.7252245,0.0,0.0,270.77588,10911.0,99.218735,0.0,4.768443,0.0,7.0,0.0,0.0,4000000.0,89.0,1.0,0.0,0.0,10.0,0.0,1.0,-229.12761,-16.005253,-901.89355,-1.5200303,0.5076871,-0.6147032,273.45117,272.6277,271.6512,270.32495,23.0,23.0,23.0,23.0,71.0,70.0,71.0,70.0,0.0,0.0,0.0,0.0,0.024809036,0.017259995,0.014581709,0.0064520286,-88.17622,-78.22917,23.665026,19.539366,-917.63715,-1376.7324,3272.4136,3027.6514,0.0,0.0,0.0,3.0,3.0,0.84219295,0.008684643,0.030573249
729.35547,35747.28,14.787127,0.0,0.0,271.86835,10935.0,99.218735,0.0,4.167235,0.0,7.0,0.0,0.0,4000000.0,89.0,1.0,0.0,0.0,10.0,0.0,1.0,-225.63724,-16.245035,-898.79126,-1.624246,0.44832274,0.14342731,274.09256,273.1859,272.73642,271.45053,23.0,23.0,23.0,23.0,71.0,70.0,71.0,70.0,0.0,0.0,0.0,0.0,0.028899226,0.02084965,0.016069246,0.0076486645,112.53099,105.245575,-4.4635153,-0.46133506,-2558.965,-2654.8806,-1292.1442,-1101.9568,0.0,0.0,0.0,3.0,3.0,0.82875466,0.009690039,0.02862227
732.90234,35750.83,14.833605,0.0,0.0,272.66312,10977.0,99.218735,0.0,3.6728501,0.0,7.0,0.0,0.0,4000000.0,89.0,1.0,0.0,0.0,10.0,0.0,1.0,-223.04097,-16.425404,-896.4311,-1.5081781,0.50102437,-0.21488646,275.10583,274.2927,273.498,272.25955,23.0,23.0,23.0,23.0,71.0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.02720776,0.019170761,0.016742982,0.00874354,-70.75675,-67.31005,15.670134,25.109768,-1297.5743,-1220.8651,-253.75601,-354.65494,0.0,0.0,0.0,3.0,3.0,0.8192833,0.0105791995,0.029562473
737.6875,35755.613,14.896028,0.0,0.0,273.72702,11012.0,99.218735,0.0,3.5721421,0.0,7.0,0.0,0.0,4000000.0,89.0,1.0,0.0,0.0,10.0,0.0,1.0,-219.57182,-16.673046,-893.20856,-1.517889,0.450733,0.007775165,275.95987,275.17395,274.51755,273.3966,23.0,23.0,23.0,23.0,71.0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.028510053,0.020683061,0.016511586,0.008790277,14.383227,6.8256636,-6.585076,15.51388,-1637.9067,-2731.602,-299.3216,808.5577,0.0,0.0,0.0,3.0,3.0,0.8073029,0.011412773,0.02815044
741.26953,35759.195,14.942698,0.0,0.0,274.5087,11044.0,99.218735,0.0,3.3310413,0.0,7.0,0.0,0.0,4000000.0,89.0,1.0,0.0,0.0,10.0,0.0,1.0,-217.00432,-16.858892,-890.77277,-1.3673283,0.47819063,-0.022482641,276.7251,275.9796,275.2739,274.19577,23.0,23.0,23.0,23.0,71.0,71.0,71.0,71.0,0.0,0.0,0.0,0.0,0.028492242,0.019989247,0.01647867,0.009602449,-2.0198941,0.29527453,-2.5422473,14.632806,-373.1073,1245.3987,-186.5836,-264.83142,0.0,0.0,0.0,3.0,3.0,0.7990856,0.011225611,0.028294206
